Node Index,Latitude,Longitude,0.05,0.15,0.25,0.35,0.45,0.55,0.65,0.75,0.85,0.95,1.05,1.15,1.25,1.35,1.45,1.55,1.65,1.75,1.85,1.95,2.05,2.15,2.25,2.35,2.45,2.55,2.65,2.75,2.85,2.95,3.05,3.15,3.25,3.35,3.45,3.55,3.65,3.75,3.85,3.95,4.05,4.15,4.25,4.35,4.45,4.55,4.65,4.75,4.85,4.95,5.05,5.15,5.25,5.35,5.45,5.55,5.65,5.75,5.85,5.95,6.05,6.15,6.25,6.35,6.45,6.55,6.65,6.75,6.85,6.95,7.05,7.15,7.25,7.35,7.45,7.55,7.65,7.75,7.85,7.95,8.05,8.15,8.25,8.35,8.45,8.55,8.65,8.75,8.85,8.95
3,31.6,-116.9,7.17388,5.69842,4.52641,3.59546,2.85597,2.26858,1.802,1.43138,1.13698,0.903138,0.717388,0.569842,0.452641,0.359546,0.285597,0.226858,0.1802,0.143138,0.113698,0.0903138,0.0717388,0.0569842,0.0452641,0.0359546,0.0285597,0.0226858,0.01802,0.0143138,0.0113698,0.00903138,0.00717388,0.00569842,0.00452641,0.00359546,0.00285597,0.00226858,0.001802,0.00143138,0.00113698,9.03138E-4,7.17388E-4,5.69842E-4,4.52641E-4,3.59546E-4,2.85597E-4,2.26858E-4,1.802E-4,1.43138E-4,1.13698E-4,9.03138E-5,7.17388E-5,5.69842E-5,4.52641E-5,3.59546E-5,2.85597E-5,2.26858E-5,1.802E-5,1.43138E-5,1.13698E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,31.6,-116.8,19.763,15.6983,12.4696,9.90496,7.86779,6.24961,4.96424,3.94324,3.13222,2.48801,1.9763,1.56983,1.24696,0.990496,0.786779,0.624961,0.496424,0.394324,0.313222,0.248801,0.19763,0.156983,0.124696,0.0990496,0.0786779,0.0624961,0.0496424,0.0394324,0.0313222,0.0248801,0.019763,0.0156983,0.0124696,0.00990496,0.00786779,0.00624961,0.00496424,0.00394324,0.00313222,0.00248801,0.0019763,0.00156983,0.00124696,9.90496E-4,7.86779E-4,6.24961E-4,4.96424E-4,3.94324E-4,3.13222E-4,2.48801E-4,1.9763E-4,1.56983E-4,1.24696E-4,9.90496E-5,7.86779E-5,6.24961E-5,4.96424E-5,3.94324E-5,3.13222E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,31.6,-116.7,19.1054,15.176,12.0547,9.5754,7.60601,6.04167,4.79907,3.81204,3.02801,2.40523,1.91054,1.5176,1.20547,0.95754,0.760601,0.604167,0.479907,0.381204,0.302801,0.240523,0.191054,0.15176,0.120547,0.095754,0.0760601,0.0604167,0.0479907,0.0381204,0.0302801,0.0240523,0.0191054,0.015176,0.0120547,0.0095754,0.00760601,0.00604167,0.00479907,0.00381204,0.00302801,0.00240523,0.00191054,0.0015176,0.00120547,9.5754E-4,7.60601E-4,6.04167E-4,4.79907E-4,3.81204E-4,3.02801E-4,2.40523E-4,1.91054E-4,1.5176E-4,1.20547E-4,9.5754E-5,7.60601E-5,6.04167E-5,4.79907E-5,3.81204E-5,3.02801E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,31.6,-116.6,18.902,15.0144,11.9263,9.47342,7.525,5.97732,4.74796,3.77144,2.99576,2.37962,1.8902,1.50144,1.19263,0.947342,0.7525,0.597732,0.474796,0.377144,0.299576,0.237962,0.18902,0.150144,0.119263,0.0947342,0.07525,0.0597732,0.0474796,0.0377144,0.0299576,0.0237962,0.018902,0.0150144,0.0119263,0.00947342,0.007525,0.00597732,0.00474796,0.00377144,0.00299576,0.00237962,0.0018902,0.00150144,0.00119263,9.47342E-4,7.525E-4,5.97732E-4,4.74796E-4,3.77144E-4,2.99576E-4,2.37962E-4,1.8902E-4,1.50144E-4,1.19263E-4,9.47342E-5,7.525E-5,5.97732E-5,4.74796E-5,3.77144E-5,2.99576E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,31.6,-116.5,20.4135,16.2151,12.8801,10.231,8.12678,6.45533,5.12765,4.07304,3.23533,2.56991,2.04135,1.62151,1.28801,1.0231,0.812678,0.645533,0.512765,0.407304,0.323533,0.256991,0.204135,0.162151,0.128801,0.10231,0.0812678,0.0645533,0.0512765,0.0407304,0.0323533,0.0256991,0.0204135,0.0162151,0.0128801,0.010231,0.00812678,0.00645533,0.00512765,0.00407304,0.00323533,0.00256991,0.00204135,0.00162151,0.00128801,0.0010231,8.12678E-4,6.45533E-4,5.12765E-4,4.07304E-4,3.23533E-4,2.56991E-4,2.04135E-4,1.62151E-4,1.28801E-4,1.0231E-4,8.12678E-5,6.45533E-5,5.12765E-5,4.07304E-5,3.23533E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,31.6,-116.4,19.7518,15.6894,12.4625,9.89934,7.86332,6.24606,4.96142,3.941,3.13045,2.4866,1.97518,1.56894,1.24625,0.989934,0.786332,0.624606,0.496142,0.3941,0.313045,0.24866,0.197518,0.156894,0.124625,0.0989934,0.0786332,0.0624606,0.0496142,0.03941,0.0313045,0.024866,0.0197518,0.0156894,0.0124625,0.00989934,0.00786332,0.00624606,0.00496142,0.003941,0.00313045,0.0024866,0.00197518,0.00156894,0.00124625,9.89934E-4,7.86332E-4,6.24606E-4,4.96142E-4,3.941E-4,3.13045E-4,2.4866E-4,1.97518E-4,1.56894E-4,1.24625E-4,9.89934E-5,7.86332E-5,6.24606E-5,4.96142E-5,3.941E-5,3.13045E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,31.6,-116.3,11.6738,9.27282,7.36566,5.85075,4.64742,3.69157,2.93232,2.32923,1.85017,1.46964,1.16738,0.927282,0.736566,0.585075,0.464742,0.369157,0.293232,0.232923,0.185017,0.146964,0.116738,0.0927282,0.0736566,0.0585075,0.0464742,0.0369157,0.0293232,0.0232923,0.0185017,0.0146964,0.0116738,0.00927282,0.00736566,0.00585075,0.00464742,0.00369157,0.00293232,0.00232923,0.00185017,0.00146964,0.00116738,9.27282E-4,7.36566E-4,5.85075E-4,4.64742E-4,3.69157E-4,2.93232E-4,2.32923E-4,1.85017E-4,1.46964E-4,1.16738E-4,9.27282E-5,7.36566E-5,5.85075E-5,4.64742E-5,3.69157E-5,2.93232E-5,2.32923E-5,1.85017E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,31.6,-116.2,0.245032,0.194636,0.154605,0.122807,0.0975491,0.077486,0.0615493,0.0488903,0.038835,0.0308477,0.0245032,0.0194636,0.0154605,0.0122807,0.00975491,0.0077486,0.00615493,0.00488903,0.0038835,0.00308477,0.00245032,0.00194636,0.00154605,0.00122807,9.75491E-4,7.7486E-4,6.15493E-4,4.88903E-4,3.8835E-4,3.08477E-4,2.45032E-4,1.94636E-4,1.54605E-4,1.22807E-4,9.75491E-5,7.7486E-5,6.15493E-5,4.88903E-5,3.8835E-5,3.08477E-5,2.45032E-5,1.94636E-5,1.54605E-5,1.22807E-5,9.75491E-6,7.7486E-6,6.15493E-6,4.88903E-6,3.8835E-6,3.08477E-6,2.45032E-6,1.94636E-6,1.54605E-6,1.22807E-6,9.75491E-7,7.7486E-7,6.15493E-7,4.88903E-7,3.8835E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,31.7,-117.1,1.07375,0.852909,0.67749,0.538149,0.427467,0.339549,0.269714,0.214241,0.170178,0.135177,0.107375,0.0852909,0.067749,0.0538149,0.0427467,0.0339549,0.0269714,0.0214241,0.0170178,0.0135177,0.0107375,0.00852909,0.0067749,0.00538149,0.00427467,0.00339549,0.00269714,0.00214241,0.00170178,0.00135177,0.00107375,8.52909E-4,6.7749E-4,5.38149E-4,4.27467E-4,3.39549E-4,2.69714E-4,2.14241E-4,1.70178E-4,1.35177E-4,1.07375E-4,8.52909E-5,6.7749E-5,5.38149E-5,4.27467E-5,3.39549E-5,2.69714E-5,2.14241E-5,1.70178E-5,1.35177E-5,1.07375E-5,8.52909E-6,6.7749E-6,5.38149E-6,4.27467E-6,3.39549E-6,2.69714E-6,2.14241E-6,1.70178E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
